1,0.215187,0.161593
2,0.245599,0.22816
3,0.257542,0.253245
4,0.257462,0.236244
5,0.25128,0.260251
6,0.267519,0.225018
7,0.327572,0.254964
8,0.355583,0.219852
9,0.376187,0.292819
10,0.371695,0.300824
11,0.347845,0.26842
12,0.338473,0.318369
13,0.333482,0.261911
14,0.332954,0.304794
15,0.336414,0.305326
16,0.337328,0.294576
17,0.33437,0.291297
18,0.333097,0.207043
19,0.33142,0.25356
20,0.328678,0.27377
21,0.328115,0.272409
22,0.333316,0.239243
23,0.337511,0.165476
24,0.348878,0.190174
25,0.351294,0.187838
26,0.351642,0.172406
27,0.357991,0.229822
28,0.379211,0.144877
29,0.430622,0.288974
30,0.496261,0.343699
31,0.531812,0.324126
32,0.544929,0.44021
33,0.543504,0.437142
34,0.569514,0.385901
35,0.632379,0.258947
36,0.677028,0.259856
37,0.673913,0.367358
38,0.664186,0.455313
39,0.691009,0.345987
40,0.767782,0.225609
41,0.844848,0.217128
42,0.875167,0.285333
43,0.888854,0.277185
44,0.901908,0.352191
45,0.903042,0.402122
46,0.90749,0.475154
47,0.911264,0.577937
48,0.913921,0.485726
49,0.916266,0.632676
50,0.915277,0.520169
51,0.913715,0.574868
52,0.91165,0.587179
53,0.912259,0.212798
54,0.911177,0.262799
55,0.908909,0.437266
56,0.90968,0.491987
57,0.909475,0.45442
58,0.908433,0.363917
59,0.906463,0.621551
60,0.907681,0.375742
61,0.90926,0.456893
62,0.906957,0.336345
63,0.905375,0.499643
64,0.906441,0.482196
65,0.906885,0.395829
66,0.906772,0.359886
67,0.906,0.342784
68,0.905982,0.532897
69,0.90575,0.32098
70,0.904404,0.480687
71,0.904857,0.378625
72,0.905091,0.350429
73,0.905386,0.411588
74,0.905347,0.229324
75,0.904176,0.440212
76,0.905507,0.357473
77,0.906817,0.396977
78,0.906286,0.390216
79,0.9063,0.313283
80,0.905357,0.440086
81,0.906318,0.398087
82,0.906367,0.451317
83,0.905779,0.346125
84,0.905701,0.274071
85,0.905002,0.432982
86,0.905689,0.330296
87,0.906413,0.271551
88,0.907343,0.32438
89,0.907698,0.377927
90,0.906546,0.570937
91,0.906876,0.32497
92,0.908929,0.315437
93,0.908535,0.429244
94,0.907601,0.343336
95,0.907596,0.534349
96,0.907469,0.438879
97,0.90772,0.496667
98,0.911402,0.551849
99,0.919725,0.720224
100,0.922695,0.685162
101,0.933414,0.686092
102,0.932934,0.662257
103,0.922703,0.652559
104,0.925077,0.694222
105,0.919666,0.679781
106,0.924899,0.664208
107,0.922652,0.662805
108,0.930269,0.639886
109,0.933661,0.646751
110,0.929343,0.657764
111,0.926968,0.666359
112,0.911528,0.645542
113,0.896507,0.630988
114,0.885154,0.689455
115,0.873407,0.616323
116,0.830165,0.608218
117,0.59265,0.591649
118,0.496843,0.583135
119,0.517559,0.562158
120,0.451911,0.46964
121,0.424613,0.501656
122,0.407472,0.468611
123,0.362658,0.462742
124,0.298096,0.325886
125,0.327408,0.372148
126,0.363518,0.441138
127,0.438974,0.490822
128,0.533273,0.510351
129,0.427003,0.419578
130,0.273291,0.30887
131,0.162886,0.233101
132,0.128758,0.308867
133,0.127154,0.495461
134,0.159196,0.278914
135,0.388431,0.398692
136,0.543857,0.433106
137,0.330619,0.315319
138,0.190917,0.216734
139,0.141051,0.225529
140,0.140169,0.200864
141,0.177793,0.136838
142,0.452318,0.293697
143,0.811636,0.326179
144,0.676858,0.282869
145,0.376146,0.335166
146,0.214879,0.285822
147,0.141177,0.213658
148,0.136464,0.222398
149,0.137998,0.185394
150,0.137781,0.278236
151,0.143363,0.248474
152,0.182886,0.166153
153,0.241818,0.244868
154,0.231448,0.253936
155,0.193242,0.289212
156,0.163803,0.240473
157,0.145927,0.190924
158,0.153526,0.213743
159,0.140627,0.125056
160,0.236828,0.24209
161,0.209889,0.229975
162,0.132817,0.288894
163,0.175024,0.23339
164,0.187619,0.185596
165,0.136674,0.196142
166,0.15368,0.191917
167,0.152866,0.207176
168,0.185829,0.216161
169,0.23716,0.242625
170,0.195915,0.254896
171,0.138994,0.220758
172,0.13625,0.230893
173,0.135962,0.355016
174,0.137436,0.473268
175,0.135798,0.471673
176,0.190424,0.15957
177,0.325416,0.34774
178,0.345129,0.430279
179,0.294105,0.400369
180,0.224464,0.286256
181,0.216038,0.22999
182,0.21135,0.262684
183,0.25294,0.262472
184,0.256339,0.243649
185,0.257611,0.264368
186,0.264571,0.291757
187,0.257538,0.321601
188,0.251459,0.365299
189,0.252868,0.309593
190,0.25395,0.318417
191,0.255341,0.250722
192,0.255209,0.208039
193,0.266221,0.224852
194,0.263334,0.129745
195,0.262026,0.229786
196,0.26614,0.227088
197,0.277964,0.149563
198,0.348149,0.198008
199,0.537924,0.251916
200,0.807444,0.315564
201,0.896338,0.389846
202,0.906469,0.450524
203,0.908474,0.474027
204,0.911532,0.370537
205,0.905594,0.392596
206,0.906044,0.421282
207,0.899692,0.362421
208,0.906545,0.403699
209,0.901253,0.354651
210,0.884716,0.374709
211,0.879246,0.349929
212,0.879909,0.475605
213,0.87315,0.471366
214,0.870059,0.400364
215,0.869849,0.480767
216,0.86791,0.387905
217,0.866099,0.394584
218,0.867596,0.433961
219,0.868165,0.289176
220,0.868993,0.490185
221,0.868639,0.395836
222,0.867738,0.440739
223,0.868451,0.418423
224,0.867829,0.307383
225,0.8684,0.430266
226,0.867185,0.366492
227,0.867097,0.313442
228,0.868757,0.431446
229,0.869628,0.464256
230,0.871701,0.502323
231,0.871871,0.429678
232,0.872766,0.436137
233,0.872701,0.582706
234,0.871971,0.515545
235,0.871976,0.641892
236,0.871421,0.577043
237,0.870006,0.391021
238,0.870296,0.466987
239,0.871012,0.584039
240,0.870657,0.417087
241,0.870748,0.385787
242,0.871853,0.416811
243,0.871349,0.273115
244,0.871482,0.539419
245,0.87181,0.607708
246,0.87228,0.475811
247,0.871417,0.435436
248,0.872614,0.373129
249,0.872897,0.488414
250,0.873544,0.472212
251,0.874159,0.547309
252,0.873854,0.45786
253,0.873896,0.357792
254,0.871433,0.380255
255,0.872346,0.592185
256,0.876542,0.548592
257,0.87706,0.582943
258,0.876495,0.395128
259,0.876043,0.452014
260,0.875916,0.385222
261,0.876349,0.347592
262,0.87672,0.411314
263,0.87656,0.242528
264,0.876015,0.459769
265,0.876064,0.484749
266,0.875227,0.38867
267,0.876408,0.525771
268,0.876311,0.441554
269,0.875834,0.513583
270,0.876592,0.462898
271,0.877101,0.562803
272,0.876956,0.478302
273,0.876088,0.423646
274,0.87753,0.603063
275,0.876676,0.624832
276,0.876091,0.492403
277,0.876747,0.479029
278,0.877284,0.336715
279,0.881364,0.514977
280,0.888442,0.508157
281,0.901509,0.652789
282,0.913818,0.6524
283,0.920521,0.690088
284,0.916169,0.666234
285,0.905823,0.676222
286,0.912721,0.701123
287,0.916606,0.741575
288,0.912748,0.752895
289,0.885607,0.728261
290,0.860546,0.703001
291,0.827736,0.6646
292,0.793701,0.635814
293,0.747341,0.624966
294,0.613204,0.574678
295,0.582491,0.554015
296,0.719376,0.599304
297,0.755105,0.662136
298,0.771982,0.720037
299,0.762241,0.69012
300,0.70487,0.678351
301,0.795751,0.708096
302,0.896207,0.672525
303,0.924641,0.67692
304,0.909496,0.618754
305,0.879576,0.671759
306,0.834928,0.671003
307,0.853132,0.664576
308,0.855787,0.620825
309,0.787193,0.555242
310,0.836263,0.593171
