1,0.480907
2,0.535407
3,0.539408
4,0.5507
5,0.543472
6,0.542681
7,0.583668
8,0.628067
9,0.656949
10,0.665437
11,0.635953
12,0.621814
13,0.612843
14,0.604997
15,0.604871
16,0.604956
17,0.604994
18,0.604017
19,0.599641
20,0.596162
21,0.594297
22,0.596319
23,0.597251
24,0.607108
25,0.627859
26,0.623919
27,0.6193
28,0.639059
29,0.660009
30,0.71024
31,0.748933
32,0.769531
33,0.774731
34,0.770964
35,0.805085
36,0.874754
37,0.888219
38,0.888397
39,0.883387
40,0.891454
41,0.912327
42,0.924433
43,0.927893
44,0.933743
45,0.928881
46,0.922887
47,0.92267
48,0.925028
49,0.928202
50,0.928482
51,0.928539
52,0.927857
53,0.926446
54,0.925518
55,0.922918
56,0.921641
57,0.921613
58,0.921136
59,0.92131
60,0.921541
61,0.922249
62,0.921984
63,0.920435
64,0.920988
65,0.92207
66,0.920624
67,0.921025
68,0.920845
69,0.920745
70,0.920077
71,0.921195
72,0.922097
73,0.921208
74,0.920926
75,0.919879
76,0.92092
77,0.921344
78,0.92119
79,0.921143
80,0.920593
81,0.921369
82,0.921075
83,0.920975
84,0.920845
85,0.920537
86,0.921102
87,0.92137
88,0.921673
89,0.921768
90,0.921242
91,0.921466
92,0.923628
93,0.922937
94,0.923707
95,0.922899
96,0.9225
97,0.921952
98,0.926241
99,0.932757
100,0.934892
101,0.937965
102,0.942014
103,0.93433
104,0.931285
105,0.931542
106,0.930815
107,0.928582
108,0.936117
109,0.934721
110,0.934497
111,0.94421
112,0.9348
113,0.928828
114,0.911882
115,0.91426
116,0.892396
117,0.799303
118,0.718465
119,0.761667
120,0.798472
121,0.70806
122,0.675797
123,0.677415
124,0.625225
125,0.62187
126,0.651928
127,0.653463
128,0.726345
129,0.742585
130,0.596413
131,0.491074
132,0.437403
133,0.413396
134,0.390354
135,0.544759
136,0.75363
137,0.646682
138,0.495554
139,0.410429
140,0.399771
141,0.417802
142,0.656693
143,0.857717
144,0.850441
145,0.741897
146,0.54466
147,0.407327
148,0.39037
149,0.387961
150,0.385578
151,0.387602
152,0.397401
153,0.482442
154,0.488215
155,0.450659
156,0.413213
157,0.385614
158,0.399711
159,0.386643
160,0.490173
161,0.573793
162,0.407438
163,0.404505
164,0.433483
165,0.381227
166,0.394073
167,0.399046
168,0.394248
169,0.517463
170,0.499824
171,0.383528
172,0.368253
173,0.36661
174,0.366417
175,0.364657
176,0.396887
177,0.523292
178,0.672859
179,0.590762
180,0.511752
181,0.50064
182,0.477957
183,0.466594
184,0.496817
185,0.493978
186,0.496642
187,0.494761
188,0.491281
189,0.49224
190,0.494129
191,0.493308
192,0.495185
193,0.500037
194,0.503179
195,0.500201
196,0.499802
197,0.503336
198,0.59513
199,0.754011
200,0.867931
201,0.916907
202,0.916105
203,0.923181
204,0.925917
205,0.918544
206,0.91943
207,0.917409
208,0.921618
209,0.922188
210,0.918966
211,0.913232
212,0.908911
213,0.907221
214,0.900299
215,0.898213
216,0.896279
217,0.895145
218,0.896037
219,0.897756
220,0.901927
221,0.901975
222,0.902268
223,0.900765
224,0.898649
225,0.900469
226,0.900633
227,0.9002
228,0.900208
229,0.900418
230,0.90743
231,0.907985
232,0.908228
233,0.908654
234,0.908129
235,0.907424
236,0.907166
237,0.906341
238,0.906521
239,0.905392
240,0.905777
241,0.906511
242,0.906645
243,0.906678
244,0.906995
245,0.906664
246,0.906645
247,0.906043
248,0.906003
249,0.905357
250,0.903401
251,0.901752
252,0.901881
253,0.901276
254,0.899746
255,0.90418
256,0.907295
257,0.906813
258,0.906113
259,0.907517
260,0.907094
261,0.907119
262,0.908183
263,0.908319
264,0.908305
265,0.90809
266,0.908333
267,0.907476
268,0.906792
269,0.907552
270,0.907258
271,0.906822
272,0.90641
273,0.906028
274,0.906678
275,0.907691
276,0.908321
277,0.90774
278,0.907823
279,0.909655
280,0.91527
281,0.925639
282,0.935454
283,0.941263
284,0.932158
285,0.924311
286,0.925678
287,0.927274
288,0.93157
289,0.935935
290,0.918632
291,0.90334
292,0.909335
293,0.889479
294,0.866632
295,0.83983
296,0.86744
297,0.864862
298,0.807914
299,0.799957
300,0.829581
301,0.891097
302,0.93111
303,0.930505
304,0.933524
305,0.906246
306,0.882659
307,0.898962
308,0.902332
309,0.889271
310,0.88259
311,0.889476
312,0.875289
313,0.814429
314,0.78578
315,0.822983
316,0.8836
317,0.813461
318,0.593036
319,0.453004
320,0.41517
321,0.412165
322,0.390499
323,0.385425
324,0.384626
325,0.38333
326,0.381239
327,0.378806
328,0.376264
329,0.454333
330,0.604195
331,0.544213
332,0.434712
333,0.508014
334,0.453153
335,0.386553
336,0.405465
337,0.396594
338,0.458261
339,0.626286
340,0.559001
341,0.435425
342,0.355939
343,0.348534
344,0.348952
345,0.348669
346,0.351037
347,0.353607
348,0.354398
349,0.356169
350,0.354078
351,0.355095
352,0.461619
353,0.501262
354,0.60345
355,0.713441
356,0.702979
357,0.719714
358,0.719021
359,0.724369
360,0.693025
361,0.72117
362,0.733882
363,0.755711
364,0.773605
365,0.80646
366,0.822643
367,0.844137
368,0.88737
369,0.886582
370,0.887095
371,0.889989
372,0.883902
373,0.892925
374,0.900571
375,0.897836
376,0.900985
377,0.909225
378,0.908008
379,0.908231
380,0.907684
381,0.907611
382,0.905678
Time:112623
